Product,Date,MRP,Discount,CLP,Platform,City,City Tier,Impressions,Clicks,Spend,Quantity Sold,Competitor,Competitor MRP,Competitor Discount,Competitor Price
Cream ,6/9/2024,560,0.3,392,Purplle,Guwahati,Tier 3,2327,118,1222,21,Competitor A,515,0.05,489.25
Cream ,6/9/2024,560,0.3,392,Myntra,Varanasi,Tier 3,6265,339,1672,51,Competitor A,515,0.05,489.25
Cream ,6/9/2024,560,0.3,392,Amazon,Allahabad,Tier 3,9903,317,257,26,Competitor A,515,0.05,489.25
Cream ,6/9/2024,560,0.3,392,Flipkart,Nagpur,Tier 2,11489,415,2185,58,Competitor A,515,0.05,489.25
Cream ,6/9/2024,560,0.3,392,Amazon,Mumbai,Tier 1,4200,195,278,31,Competitor A,515,0.05,489.25
Cream ,6/10/2024,560,0.1,504,Amazon,Bangalore,Tier 1,13875,788,1920,66,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Flipkart,Kanpur,Tier 2,1703,120,370,10,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Nykaa,Coimbatore,Tier 2,3132,183,495,11,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Amazon,Srinagar,Tier 3,6771,340,786,20,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Amazon,Visakhapatnam,Tier 2,7389,294,1024,34,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Flipkart,Mumbai,Tier 1,7014,236,1501,21,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Amazon,Coimbatore,Tier 2,5880,446,1582,35,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Amazon,Varanasi,Tier 3,9345,691,1833,82,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Myntra,Mumbai,Tier 1,6515,334,2563,27,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Myntra,Kanpur,Tier 2,8239,657,1109,53,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Amazon,Madurai,Tier 3,10258,666,3480,22,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Nykaa,Kanpur,Tier 2,9615,214,3510,25,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Amazon,Kolkata,Tier 1,14514,297,639,15,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Amazon,Hyderabad,Tier 1,7318,418,1721,47,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Amazon,Chennai,Tier 1,1938,152,379,18,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Nykaa,Varanasi,Tier 3,3716,109,96,13,Competitor A,515,0.15,437.75
Cream ,6/10/2024,560,0.1,504,Flipkart,Nagpur,Tier 2,8062,475,2468,15,Competitor A,515,0.15,437.75
Cream ,6/11/2024,560,0.3,392,Flipkart,Srinagar,Tier 3,9725,657,2830,82,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Purplle,Lucknow,Tier 2,6881,167,2890,8,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Nykaa,Varanasi,Tier 3,9612,147,3832,19,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Flipkart,Chennai,Tier 1,12824,409,3129,27,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Flipkart,Jaipur,Tier 2,12333,404,3674,56,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Nykaa,Indore,Tier 2,4713,337,2081,39,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Purplle,Jaipur,Tier 2,4725,216,2623,27,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Flipkart,Visakhapatnam,Tier 2,5690,108,1180,16,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Flipkart,Varanasi,Tier 3,299,14,93,2,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Myntra,Srinagar,Tier 3,4353,136,858,11,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Myntra,Visakhapatnam,Tier 2,5073,210,1163,30,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Nykaa,Delhi,Tier 1,1935,145,838,15,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Nykaa,Chennai,Tier 1,6066,71,506,6,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Nykaa,Hyderabad,Tier 1,11155,502,4887,53,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Purplle,Nagpur,Tier 2,5159,232,2676,20,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Purplle,Patna,Tier 2,1193,93,531,11,Competitor A,515,0.2,412
Cream ,6/11/2024,560,0.3,392,Myntra,Chennai,Tier 1,336,22,35,1,Competitor A,515,0.2,412
Cream ,6/12/2024,560,0.1,504,Flipkart,Pune,Tier 1,10992,806,2970,49,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Nykaa,Indore,Tier 2,511,22,223,2,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Myntra,Mumbai,Tier 1,8243,130,1486,8,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Purplle,Delhi,Tier 1,1211,41,256,1,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Purplle,Hyderabad,Tier 1,5943,169,3004,12,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Purplle,Nagpur,Tier 2,2300,23,633,1,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Myntra,Jamshedpur,Tier 3,7376,442,1498,53,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Flipkart,Delhi,Tier 1,10472,803,2300,41,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Flipkart,Amritsar,Tier 3,6701,137,140,11,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Myntra,Coimbatore,Tier 2,8924,560,208,34,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Amazon,Lucknow,Tier 2,14809,148,5168,13,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Amazon,Bangalore,Tier 1,8373,441,2820,24,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Nykaa,Patna,Tier 2,795,30,230,1,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Myntra,Patna,Tier 2,1445,42,278,2,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Myntra,Chennai,Tier 1,6921,114,1882,8,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Nykaa,Lucknow,Tier 2,1363,96,116,6,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Flipkart,Jaipur,Tier 2,4501,112,467,11,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Nykaa,Guwahati,Tier 3,5007,153,501,16,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Amazon,Kolkata,Tier 1,14254,824,4558,65,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Amazon,Nagpur,Tier 2,8215,519,2424,18,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Nykaa,Faridabad,Tier 2,4028,189,946,21,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Flipkart,Jodhpur,Tier 3,3424,116,349,9,Competitor A,515,0,515
Cream ,6/12/2024,560,0.1,504,Flipkart,Coimbatore,Tier 2,9038,463,251,64,Competitor A,515,0,515
Cream ,6/13/2024,560,0.2,448,Flipkart,Kolkata,Tier 1,3900,262,146,18,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Purplle,Delhi,Tier 1,6753,434,3343,36,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Flipkart,Vijayawada,Tier 3,11298,309,3451,9,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Flipkart,Indore,Tier 2,1895,55,729,1,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Myntra,Faridabad,Tier 2,8123,233,3392,24,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Purplle,Guwahati,Tier 3,396,14,235,1,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Amazon,Amritsar,Tier 3,5706,383,392,13,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Amazon,Bangalore,Tier 1,7443,468,2435,53,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Flipkart,Jodhpur,Tier 3,5421,269,1284,9,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Flipkart,Srinagar,Tier 3,5765,68,751,5,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Amazon,Faridabad,Tier 2,9516,354,256,35,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Flipkart,Guwahati,Tier 3,9557,182,2799,28,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Flipkart,Mumbai,Tier 1,12032,496,1994,27,Competitor A,515,0.05,489.25
Cream ,6/13/2024,560,0.2,448,Flipkart,Patna,Tier 2,9357,176,3610,9,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Myntra,Bangalore,Tier 1,7883,416,2921,36,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Nykaa,Chennai,Tier 1,5984,258,1779,30,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Nykaa,Vijayawada,Tier 3,9463,724,645,59,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Amazon,Guwahati,Tier 3,7096,502,2108,45,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Myntra,Chennai,Tier 1,8202,633,458,40,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Purplle,Agra,Tier 2,2737,196,1191,15,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Myntra,Faridabad,Tier 2,2954,216,177,6,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Nykaa,Jamshedpur,Tier 3,10904,465,4817,42,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Nykaa,Faridabad,Tier 2,2738,142,54,8,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Myntra,Varanasi,Tier 3,3771,128,158,6,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Nykaa,Indore,Tier 2,7806,619,3221,28,Competitor A,515,0.05,489.25
Cream ,6/14/2024,560,0.15,476,Amazon,Nagpur,Tier 2,3618,220,1001,6,Competitor A,515,0.05,489.25
Cream ,6/15/2024,560,0.25,420,Purplle,Jaipur,Tier 2,6498,263,3281,25,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Purplle,Coimbatore,Tier 2,3666,187,1218,11,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Myntra,Lucknow,Tier 2,1088,23,156,2,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Mumbai,Tier 1,10914,317,245,45,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Flipkart,Vijayawada,Tier 3,9714,265,587,14,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Bhopal,Tier 2,10230,202,3215,21,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Purplle,Pune,Tier 1,4389,339,2507,54,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Myntra,Guwahati,Tier 3,4808,155,1715,14,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Flipkart,Varanasi,Tier 3,1602,31,366,1,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Flipkart,Trivandrum,Tier 3,8518,224,2677,22,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Flipkart,Patna,Tier 2,7923,396,2816,34,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Vijayawada,Tier 3,9789,708,2674,45,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Chennai,Tier 1,8056,491,2750,78,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Patna,Tier 2,12670,343,1501,28,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Purplle,Jodhpur,Tier 3,1439,106,791,9,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Myntra,Jamshedpur,Tier 3,8386,371,1760,46,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Flipkart,Srinagar,Tier 3,11021,713,326,83,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Agra,Tier 2,5040,134,271,19,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Purplle,Madurai,Tier 3,5474,142,1056,17,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Flipkart,Delhi,Tier 1,12149,316,4731,51,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Myntra,Jodhpur,Tier 3,5669,119,1049,12,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Flipkart,Guwahati,Tier 3,8669,617,1854,63,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Myntra,Amritsar,Tier 3,2337,173,757,11,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Nagpur,Tier 2,14856,823,4743,46,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Myntra,Jaipur,Tier 2,1069,54,260,1,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Myntra,Agra,Tier 2,8921,486,4155,50,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Purplle,Kolkata,Tier 1,1442,101,706,12,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Jamshedpur,Tier 3,10450,487,1389,20,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Myntra,Vijayawada,Tier 3,5801,168,2414,30,Competitor A,515,0.2,412
Cream ,6/15/2024,560,0.25,420,Amazon,Faridabad,Tier 2,6157,459,2137,56,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Flipkart,Srinagar,Tier 3,8751,178,1347,8,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Flipkart,Trivandrum,Tier 3,8561,289,2348,8,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Amazon,Kanpur,Tier 2,13185,209,3778,7,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Flipkart,Delhi,Tier 1,10428,583,2139,46,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Nykaa,Allahabad,Tier 3,3222,186,390,16,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Flipkart,Indore,Tier 2,6750,237,1503,20,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Amazon,Guwahati,Tier 3,14122,1062,2670,72,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Amazon,Srinagar,Tier 3,7833,159,2340,15,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Nykaa,Jaipur,Tier 2,3098,49,156,3,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Nykaa,Visakhapatnam,Tier 2,2066,102,815,11,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Flipkart,Agra,Tier 2,7738,421,1860,26,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Amazon,Varanasi,Tier 3,1953,36,681,2,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Purplle,Guwahati,Tier 3,4288,139,2422,18,Competitor A,515,0.2,412
Cream ,6/16/2024,560,0.2,448,Amazon,Jaipur,Tier 2,13410,480,2199,77,Competitor A,515,0.2,412
Cream ,6/17/2024,560,0.3,392,Myntra,Kolkata,Tier 1,1930,31,620,4,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Amazon,Guwahati,Tier 3,4809,133,690,10,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Myntra,Jodhpur,Tier 3,8032,157,1483,25,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Flipkart,Mumbai,Tier 1,7537,472,2882,16,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Amazon,Bangalore,Tier 1,7054,143,2254,10,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Amazon,Trivandrum,Tier 3,9450,642,756,42,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Myntra,Delhi,Tier 1,2881,156,1053,12,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Nykaa,Bhopal,Tier 2,6133,346,405,26,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Myntra,Vijayawada,Tier 3,7138,546,1637,34,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Flipkart,Chennai,Tier 1,12647,679,4346,84,Competitor A,515,0.1,463.5
Cream ,6/17/2024,560,0.3,392,Myntra,Jaipur,Tier 2,4626,214,706,29,Competitor A,515,0.1,463.5
Cream ,6/18/2024,560,0,560,Nykaa,Amritsar,Tier 3,5818,89,1015,7,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Purplle,Jamshedpur,Tier 3,2628,205,923,13,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Myntra,Delhi,Tier 1,5025,151,2367,16,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Nykaa,Jaipur,Tier 2,6699,125,2135,6,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Flipkart,Jodhpur,Tier 3,11324,244,1277,6,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Nykaa,Srinagar,Tier 3,1707,114,391,2,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Myntra,Indore,Tier 2,5830,177,1720,12,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Flipkart,Jamshedpur,Tier 3,6771,243,610,20,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Flipkart,Guwahati,Tier 3,4443,109,609,9,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Purplle,Varanasi,Tier 3,5252,290,2345,26,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Flipkart,Faridabad,Tier 2,11185,804,1860,36,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Purplle,Lucknow,Tier 2,338,6,49,1,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Flipkart,Visakhapatnam,Tier 2,9839,514,1596,39,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Nykaa,Kolkata,Tier 1,543,31,64,2,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Nykaa,Faridabad,Tier 2,7161,138,1769,11,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Nykaa,Visakhapatnam,Tier 2,9441,323,3689,27,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Purplle,Patna,Tier 2,5630,250,3025,18,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Purplle,Vijayawada,Tier 3,815,62,22,3,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Flipkart,Agra,Tier 2,8483,414,2110,18,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Nykaa,Delhi,Tier 1,8841,447,782,35,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Flipkart,Allahabad,Tier 3,2535,84,777,4,Competitor A,515,0.05,489.25
Cream ,6/18/2024,560,0,560,Nykaa,Coimbatore,Tier 2,8517,576,2025,61,Competitor A,515,0.05,489.25
Cream ,6/19/2024,560,0.3,392,Purplle,Kanpur,Tier 2,1156,67,492,8,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Purplle,Agra,Tier 2,3703,188,2060,13,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Purplle,Faridabad,Tier 2,6954,188,1135,28,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Bhopal,Tier 2,5643,432,1489,36,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Nykaa,Agra,Tier 2,10443,209,3917,7,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Guwahati,Tier 3,2657,77,160,10,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Faridabad,Tier 2,3343,242,1041,8,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Nykaa,Bhopal,Tier 2,2116,65,930,12,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Amazon,Faridabad,Tier 2,8635,238,1856,22,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Amazon,Nagpur,Tier 2,1485,70,491,8,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Coimbatore,Tier 2,729,32,281,3,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Delhi,Tier 1,898,23,157,1,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Bangalore,Tier 1,869,67,243,6,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Nykaa,Delhi,Tier 1,1194,16,268,1,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Jaipur,Tier 2,3228,56,1052,8,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Trivandrum,Tier 3,5713,277,2625,42,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Nykaa,Kolkata,Tier 1,3891,207,491,32,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Vijayawada,Tier 3,8416,516,748,30,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Flipkart,Coimbatore,Tier 2,1990,104,92,7,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Jodhpur,Tier 3,5110,51,641,3,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Visakhapatnam,Tier 2,2552,102,165,16,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Nykaa,Lucknow,Tier 2,3247,71,47,4,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Amazon,Coimbatore,Tier 2,3492,64,287,9,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Myntra,Patna,Tier 2,701,43,245,6,Competitor A,515,0.2,412
Cream ,6/19/2024,560,0.3,392,Nykaa,Vijayawada,Tier 3,11592,669,773,116,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Myntra,Jodhpur,Tier 3,6273,96,2292,4,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Flipkart,Trivandrum,Tier 3,12266,314,4541,38,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Myntra,Indore,Tier 2,8540,154,495,6,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Amazon,Bhopal,Tier 2,9954,333,2917,16,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Amazon,Pune,Tier 1,10288,347,2718,33,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Myntra,Faridabad,Tier 2,7447,127,593,15,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Myntra,Hyderabad,Tier 1,1079,16,28,1,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Flipkart,Mumbai,Tier 1,2437,192,662,24,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Flipkart,Bhopal,Tier 2,8225,429,2180,12,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Flipkart,Jaipur,Tier 2,2494,184,489,10,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Myntra,Patna,Tier 2,1973,61,909,3,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Flipkart,Kanpur,Tier 2,2948,164,782,5,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Flipkart,Allahabad,Tier 3,7420,123,850,8,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Myntra,Varanasi,Tier 3,1625,31,679,2,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Amazon,Mumbai,Tier 1,1293,82,266,9,Competitor A,515,0.2,412
Cream ,6/20/2024,560,0.15,476,Flipkart,Indore,Tier 2,5036,365,1402,47,Competitor A,515,0.2,412
Cream ,6/21/2024,560,0.1,504,Myntra,Bangalore,Tier 1,4855,371,2414,33,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Purplle,Jodhpur,Tier 3,1935,53,624,5,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Myntra,Allahabad,Tier 3,8132,291,1487,14,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Flipkart,Varanasi,Tier 3,7139,401,1122,40,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Myntra,Kanpur,Tier 2,3331,44,1141,4,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Myntra,Patna,Tier 2,7817,85,1732,6,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Myntra,Agra,Tier 2,3551,103,1207,7,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Myntra,Trivandrum,Tier 3,8693,399,119,17,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Nykaa,Delhi,Tier 1,1501,64,378,5,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Purplle,Kanpur,Tier 2,5352,425,2785,31,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Purplle,Kolkata,Tier 1,4934,296,2519,9,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Flipkart,Mumbai,Tier 1,11022,766,3811,60,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Amazon,Srinagar,Tier 3,7440,340,1941,34,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Purplle,Vijayawada,Tier 3,6860,390,961,15,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Purplle,Trivandrum,Tier 3,4414,75,1805,2,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Purplle,Hyderabad,Tier 1,246,3,33,1,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Myntra,Jamshedpur,Tier 3,3582,42,90,1,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Myntra,Madurai,Tier 3,559,16,188,2,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Purplle,Bangalore,Tier 1,3611,249,715,33,Competitor A,515,0.15,437.75
Cream ,6/21/2024,560,0.1,504,Flipkart,Patna,Tier 2,2033,23,433,1,Competitor A,515,0.15,437.75
